name,eircode,latitude,longitude,postal_town
Newtown Castlebyrn,A94,53.28841,-6.17427,Blackrock
Newtowncorduff,K45,53.5218,-6.20255,Lusk
Newtown Little,D14,53.30264,-6.26676,Dublin
Newtown Lower,D24,53.26543,-6.50352,Dublin
Newtownpark,A94,53.28625,-6.17605,Blackrock
Newtown Upper,D24,53.25728,-6.49691,Dublin
Nutstown,A42,53.53973,-6.37497,Garristown
Oberstown,K45,53.5432,-6.19601,Lusk
Oldbawn,D24,53.27785,-6.36454,Dublin
Oldbawn,D24,53.2749,-6.36761,Dublin
Oldconnaught,A98,53.2125,-6.13318,Bray
Oldcourt,D24,53.26711,-6.34317,Dublin
Oldorchard,D14,53.28945,-6.29924,Dublin
Oldtown,K67,53.47539,-6.24383,Swords
Oldtown,A45,53.51756,-6.31682,Oldtown
Oldtown,A45,53.52268,-6.31543,Oldtown
Orlagh,D16,53.26197,-6.33022,Dublin
Outlands,K67,53.46622,-6.23695,Swords
Palmerston,D20,53.35661,-6.37149,Dublin
Palmerston Lower,D20,53.36011,-6.37606,Dublin
Palmerston Upper,D22,53.35474,-6.3901,Dublin
Palmerstown,A45,53.51061,-6.35778,Oldtown
Palmerstown,K34,53.55973,-6.1741,Skerries
Parnelstown,A41,53.54743,-6.25007,Ballyboughal
Parslickstown,D15,53.40802,-6.41573,Dublin
Passifyoucan,K78,53.38418,-6.46064,Lucan
Peamount,D22,53.31658,-6.48946,Dublin
Pelletstown,D15,53.37438,-6.3331,Dublin
Perrystown,D12,53.30942,-6.31653,Dublin
Phrompstown,A98,53.21349,-6.16837,Bray
Pickardstown,K67,53.43583,-6.27602,Swords
Piercetown,K34,53.55845,-6.11074,Skerries
Piperstown,D24,53.24201,-6.34519,Dublin
Pluckhimin,A42,53.57069,-6.40486,Garristown
Popeshall,K34,53.55267,-6.09234,Skerries
Poppintree,D11,53.40811,-6.28849,Dublin
Poppintree,D11,53.40017,-6.28526,Dublin
Porterstown,D15,53.37733,-6.40625,Dublin
Portmarnock,K36,53.42327,-6.15202,Malahide
Portmarnock,D13,53.42561,-6.13161,Dublin
Portmellick,K67,53.42356,-6.28041,Swords
Portraine,K36,53.49536,-6.12189,Malahide
Portraine Demesne,K36,53.49005,-6.12757,Malahide
Powerstown,D15,53.42475,-6.40909,Dublin
Priesthouse,A94,53.30988,-6.2155,Blackrock
Priest-Town,D22,53.31198,-6.42978,Dublin
Priorland,K32,53.58479,-6.25073,Balbriggan
Quarry,D13,53.39171,-6.09102,Dublin
Quarryvale,D20,53.35743,-6.39563,Dublin
Quay,K36,53.49088,-6.10212,Malahide
Racecourse Common,K45,53.51961,-6.1635,Lusk
Raheen,D22,53.33691,-6.39233,Dublin
Raheny,K45,53.52896,-6.15053,Lusk
Raheny,D05,53.3804,-6.17511,Dublin
Rahillion,K36,53.49607,-6.13363,Malahide
Rahulk,K67,53.43303,-6.20097,Swords
Rallekaystown,K45,53.54607,-6.15519,Lusk
Ranelagh,D06,53.32685,-6.25708,Dublin
Rath,K67,53.48318,-6.29694,Swords
Rath,K32,53.62187,-6.25839,Balbriggan
Rathartan,K45,53.52455,-6.13281,Lusk
Rathbeal,K67,53.47014,-6.26682,Swords
Rathcoole,D24,53.27929,-6.47041,Dublin
Rathcoole,D24,53.28173,-6.46618,Dublin
Rathcreedan,D24,53.28857,-6.49205,Dublin
Rathfarnham,D14,53.29486,-6.2841,Dublin
Rathfarnham,D14,53.30049,-6.28386,Dublin
Rathgar,D06,53.31889,-6.26916,Dublin
Rath Great,K32,53.56738,-6.27574,Balbriggan
Rathingle,K67,53.44828,-6.25099,Swords
Rath Little,K32,53.57204,-6.27664,Balbriggan
Rathmichael,D18,53.23233,-6.15937,Dublin
Rathmines,D06,53.32131,-6.26569,Dublin
Rathmines Great,D14,53.30581,-6.25524,Dublin
Rathmines Little,D14,53.29996,-6.25908,Dublin
Rathmooney,K45,53.54088,-6.18194,Lusk
Redcow,D22,53.31865,-6.37312,Dublin
Redcowfarm,D20,53.35166,-6.36971,Dublin
Redgap,D24,53.26573,-6.48344,Dublin
Regeens,K45,53.53386,-6.18636,Lusk
Regles,K45,53.52922,-6.17997,Lusk
Reynoldstown,K32,53.59709,-6.26961,Balbriggan
Richardstown,A41,53.51646,-6.22827,Ballyboughal
Ring,K32,53.58374,-6.218,Balbriggan
Ring Commons,K32,53.58098,-6.22677,Balbriggan
Ringsend,D04,53.34186,-6.22672,Dublin
Ringwood,W23,53.31803,-6.52645,Maynooth
Robinhood,D22,53.31868,-6.34773,Dublin
Robswalls,K36,53.44243,-6.13453,Malahide
Rocheshill,A96,53.26443,-6.1268,Glenageary
Rochestown,A96,53.27393,-6.14735,Glenageary
Rochestown Domain,A96,53.26899,-6.13844,Glenageary
Rock,K67,53.43011,-6.24192,Swords
Rockbrook,D16,53.26208,-6.30739,Dublin
Rockfield,A94,53.29507,-6.17489,Blackrock
Roebuck,D12,53.31123,-6.32098,Dublin
Roebuck,D14,53.30347,-6.22656,Dublin
Roganstown,K67,53.48311,-6.27395,Swords
Rogerstown,K45,53.51468,-6.14496,Lusk
Ronanstown,D22,53.34149,-6.4056,Dublin
Ronanstown,D22,53.33777,-6.40633,Dublin
Roscall,A41,53.51077,-6.24012,Ballyboughal
Rosepark,K32,53.58584,-6.18685,Balbriggan
Rowans Big,K45,53.5683,-6.22352,Lusk
Rowans Little,K45,53.5617,-6.22439,Lusk
Rowlagh,D22,53.34394,-6.39759,Dublin
Rowlestown East,K67,53.49169,-6.29945,Swords
Rowlestown West,K67,53.4956,-6.30916,Swords
Rush,K56,53.52433,-6.10471,Rush
Rush,K56,53.52567,-6.09115,Rush
Rush Demesne,K56,53.53588,-6.10605,Rush
Saggart,D24,53.28355,-6.44777,Dublin
Saggart,D24,53.28084,-6.44319,Dublin
Saint Catherine's Park,K78,53.36806,-6.47133,Lucan
Saintdoolaghs,D17,53.41429,-6.18477,Dublin
Saint Edmondsbury,K78,53.36436,-6.43797,Lucan
Sainthelens,K36,53.43624,-6.14728,Malahide
Saint Margaret's,K67,53.42987,-6.30894,Swords
Saint Margaret's,K67,53.43109,-6.29827,Swords
Sallynoggin,A96,53.28003,-6.13571,Glenageary
Salmon,K32,53.57017,-6.18336,Balbriggan
Sandyford,D18,53.26997,-6.22493,Dublin
Sandyhill,K67,53.42908,-6.298,Swords
Sandymount,D04,53.33056,-6.21575,Dublin
Santry,D09,53.40201,-6.2383,Dublin
Santry,D09,53.39959,-6.24402,Dublin
Santry Demesne,D09,53.40257,-6.25543,Dublin
Saucerstown,K67,53.48016,-6.26304,Swords
Scalpwilliam,A96,53.26825,-6.11353,Glenageary
Scatternagh,K67,53.50062,-6.29947,Swords
Scholarstown,D16,53.27879,-6.31994,Dublin
Scribblestown,D15,53.38294,-6.33938,Dublin
Seapoint,K67,53.46624,-6.19327,Swords
Seapoint,A94,53.2972,-6.16886,Blackrock
Seatown East,K36,53.4592,-6.20123,Malahide
Seatown West,K67,53.46503,-6.20987,Swords
Sevenparks,K32,53.616,-6.26167,Balbriggan
Shallon,D11,53.44595,-6.32466,Dublin
Shanganagh,D18,53.23373,-6.12089,Dublin
Shanganhill,K67,53.42204,-6.30339,Swords
Shankill,D18,53.22619,-6.13642,Dublin
Shankill,D18,53.23327,-6.12377,Dublin
Sheephill,D15,53.39414,-6.36058,Dublin
Sheepmoor,D15,53.3808,-6.39388,Dublin
Silloge,K67,53.41308,-6.2801,Swords
Skeagh,D22,53.30637,-6.53567,Dublin
Skephubble,K67,53.45211,-6.30499,Swords
Skerries,K34,53.58055,-6.10788,Skerries
Skidoo,A41,53.49375,-6.26444,Ballyboughal
Slade,D24,53.27011,-6.44712,Dublin
Slademore,D24,53.24045,-6.48137,Dublin
Slievethoul,D24,53.24842,-6.47662,Dublin
Snugborough,D15,53.40339,-6.36444,Dublin
Spricklestown,D11,53.4359,-6.36306,Dublin
Springhill,K67,53.41859,-6.19312,Swords
Stackstown,D16,53.25277,-6.26121,Dublin
Staffordstown,K45,53.5146,-6.18519,Lusk
Staffordstown Turvey,A41,53.49457,-6.20325,Ballyboughal
Stamullin,K32,53.62762,-6.25995,Balbriggan
Stapolin,D13,53.40347,-6.14545,Dublin
Steelstown,D24,53.26792,-6.51616,Dublin
Stepaside,D18,53.25306,-6.2143,Dublin
Stephenstown,K32,53.59891,-6.20121,Balbriggan
Stillorgan,A94,53.2849,-6.20195,Blackrock
Stillorgan Grove,A94,53.29024,-6.1931,Blackrock
Stillorgan North,A94,53.29066,-6.20793,Blackrock
Stillorgan Park,A94,53.28768,-6.18422,Blackrock
Stillorgan South,A94,53.28597,-6.20271,Blackrock
Stockhole,K67,53.42211,-6.21959,Swords
Stradbrook,A94,53.29304,-6.16893,Blackrock
Streamstown,K36,53.4382,-6.18113,Malahide
Strifeland,K34,53.58111,-6.16482,Skerries
Surgalstown North,K67,53.47109,-6.30375,Swords
Surgalstown South,K67,53.4651,-6.30429,Swords
Sutton,D13,53.38952,-6.1103,Dublin
Sutton North,D13,53.37852,-6.08924,Dublin
Sutton South,D13,53.37021,-6.09392,Dublin
Swords,K67,53.45575,-6.21975,Swords
Swords Demesne,K67,53.45626,-6.21751,Swords
Swords Glebe,K67,53.4575,-6.2252,Swords
Tallaght,D24,53.28881,-6.35571,Dublin
Tallaght,D24,53.28659,-6.36659,Dublin
Tankardstown,K32,53.61075,-6.19386,Balbriggan
Taylorsgrange,D16,53.26784,-6.26942,Dublin
Templeogue,D6W,53.29768,-6.32199,Dublin
Templeogue,D6W,53.2963,-6.3091,Dublin
Terenure,D6W,53.29835,-6.30028,Dublin
Terenure,D6W,53.30981,-6.28351,Dublin
Thomastown,K34,53.55079,-6.10027,Skerries
Thomastown,A96,53.27503,-6.14196,Glenageary
Thomondtown,A41,53.50603,-6.2085,Ballyboughal
Thorntown,K67,53.47489,-6.3367,Swords
Tibradden,D16,53.24536,-6.28788,Dublin
Tiknick,D18,53.23708,-6.17038,Dublin
Tiknock,D18,53.25369,-6.25029,Dublin
Tipperstown,A94,53.2748,-6.20221,Blackrock
Tobeen,A42,53.56987,-6.33566,Garristown
Toberbunny,K67,53.41823,-6.23185,Swords
Toberburr,K67,53.45914,-6.29533,Swords
Tobergregan,A42,53.55036,-6.39036,Garristown
Tobermaclugg,K78,53.34618,-6.48028,Lucan
Tobersool,K32,53.62311,-6.24136,Balbriggan
Tobertaskin,K32,53.61138,-6.26712,Balbriggan
Tobertown,K32,53.61436,-6.25262,Balbriggan
Tonlegee,K67,53.47676,-6.28041,Swords
Tooman,K45,53.55765,-6.2462,Lusk
Tootenhill,D24,53.28065,-6.48783,Dublin
Townparks,K34,53.57743,-6.11898,Skerries
Townparks,K67,53.46104,-6.22028,Swords
Trimleston,A94,53.3085,-6.21268,Blackrock
Turkinstown,K32,53.58996,-6.20938,Balbriggan
Turnapin Great,K67,53.41101,-6.24918,Swords
Turnapin Little,D09,53.40996,-6.23746,Dublin
Turvey,K36,53.49538,-6.17135,Malahide
Tymon North,D24,53.29849,-6.34658,Dublin
Tymon North,D24,53.29605,-6.34062,Dublin
Tymon South,D24,53.28261,-6.33981,Dublin
Tyrrelstown,D15,53.4139,-6.39772,Dublin
Tyrrelstown Big,K45,53.5356,-6.13574,Lusk
Tyrrelstown Little,K45,53.53796,-6.14964,Lusk
Walkinstown,D12,53.3174,-6.33243,Dublin
Walshestown,K45,53.56284,-6.24357,Lusk
Waltersland,A94,53.28185,-6.20077,Blackrock
Warblestown,K67,53.48849,-6.27911,Swords
Ward Lower,D11,53.44606,-6.35077,Dublin
Ward Upper,D11,53.43816,-6.34762,Dublin
Westereave,K67,53.46018,-6.28568,Swords
Westmanstown,D22,53.30326,-6.48347,Dublin
Westmanstown,K78,53.37769,-6.45063,Lucan
Westown,K32,53.57968,-6.30718,Balbriggan
Westpalstown,A45,53.5248,-6.30418,Oldtown
Whitechurch,D16,53.27285,-6.28512,Dublin
Whitehall,D24,53.29401,-6.39559,Dublin
Whitehall,D14,53.29215,-6.26661,Dublin
Whitehall,D09,53.38248,-6.24451,Dublin
Whitestown,D24,53.27935,-6.38996,Dublin
Whitestown,K32,53.59968,-6.24526,Balbriggan
Whitestown,K56,53.52057,-6.12707,Rush
Whitestown,A45,53.5045,-6.34421,Oldtown
Wilkinstown,D12,53.31748,-6.34119,Dublin
Willbrook,D14,53.28734,-6.2907,Dublin
Willbrook,D14,53.29507,-6.28696,Dublin
Williamstown,A94,53.30338,-6.1965,Blackrock
Wimbletown,A41,53.53131,-6.24207,Ballyboughal
Windmillhill,D24,53.27268,-6.50327,Dublin
Windmill Lands,K67,53.45919,-6.24144,Swords
Windy Arbour,D14,53.29986,-6.24628,Dublin
Winnings,K32,53.59812,-6.26139,Balbriggan
Wolganstown,A45,53.51492,-6.34487,Oldtown
Woodfarm,D20,53.35121,-6.38403,Dublin
Woodland,A94,53.29243,-6.19988,Blackrock
Woodlands,D15,53.37386,-6.43132,Dublin
Woodpark,A96,53.27746,-6.15357,Glenageary
Woodpark,A41,53.52276,-6.22193,Ballyboughal
Woodside,D18,53.26295,-6.22768,Dublin
Woodtown,D16,53.26585,-6.32232,Dublin
Woodville,K78,53.36154,-6.42508,Lucan
Wyanstown,A45,53.5377,-6.32146,Oldtown
Wyestown,A45,53.5379,-6.3547,Oldtown
Yellowmeadows,D22,53.32745,-6.38303,Dublin
Yellow Walls,K36,53.4517,-6.18346,Malahide
Yellow Walls,D20,53.35637,-6.40907,Dublin
Yellow Walls,D15,53.43399,-6.38817,Dublin
